"symbol"	"ensembl_gene_id"	"gene_family"	"name"	"refseq_accession"
"C5"	"ENSG00000106804"	"Endogenous ligands;C3 and PZP like, alpha-2-macroglobulin domain containing;Complement system activation components"	"complement C5"	"NM_001735"
"C5AR1"	"ENSG00000197405"	"Complement component GPCRs;CD molecules;Complement system regulators and receptors"	"complement C5a receptor 1"	"NM_001736"
"C5AR2"	"ENSG00000134830"	"Complement component GPCRs"	"complement component 5a receptor 2"	"NM_018485"
"C5orf15"	"ENSG00000113583"	"NULL"	"chromosome 5 open reading frame 15"	"NM_020199"
"C5orf22"	"ENSG00000082213"	"NULL"	"chromosome 5 open reading frame 22"	"NM_018356"
"C5orf24"	"ENSG00000181904"	"NULL"	"chromosome 5 open reading frame 24"	"NM_152409"
"C5orf30"	"ENSG00000181751"	"NULL"	"chromosome 5 open reading frame 30"	"NM_033211"
"C5orf34"	"ENSG00000172244"	"NULL"	"chromosome 5 open reading frame 34"	"NM_198566"
"C5orf38"	"ENSG00000186493"	"NULL"	"chromosome 5 open reading frame 38"	"NM_178569"
"C5orf46"	"ENSG00000178776"	"NULL"	"chromosome 5 open reading frame 46"	"NM_206966"
"C5orf47"	"ENSG00000185056"	"NULL"	"chromosome 5 open reading frame 47"	"NM_001144954"
"C5orf49"	"ENSG00000215217"	"NULL"	"chromosome 5 open reading frame 49"	"NM_001089584"
"C5orf51"	"ENSG00000205765"	"NULL"	"chromosome 5 open reading frame 51"	"NM_175921"
"C5orf52"	"ENSG00000187658"	"NULL"	"chromosome 5 open reading frame 52"	"NM_001145132"
"C5orf56"	"ENSG00000197536"	"NULL"	"chromosome 5 open reading frame 56"	"NM_001013717"
"C5orf58"	"ENSG00000234511"	"NULL"	"chromosome 5 open reading frame 58"	"NM_001102609"
"C5orf60"	"ENSG00000204661"	"NULL"	"chromosome 5 open reading frame 60"	"NM_001142306"
"C5orf63"	"ENSG00000164241"	"NULL"	"chromosome 5 open reading frame 63"	"NM_001164478"
"C5orf67"	"ENSG00000225940"	"NULL"	"chromosome 5 open reading frame 67"	"NM_001287053"
"C6"	"ENSG00000039537"	"Sushi domain containing;Complement system activation components"	"complement C6"	"NM_000065"
"C6orf15"	"ENSG00000204542"	"NULL"	"chromosome 6 open reading frame 15"	"NM_014070"
"C6orf47"	"ENSG00000204439"	"NULL"	"chromosome 6 open reading frame 47"	"NM_021184"
"C6orf48"	"ENSG00000204387"	"NULL"	"chromosome 6 open reading frame 48"	"NM_001040437"
"C6orf52"	"ENSG00000137434"	"NULL"	"chromosome 6 open reading frame 52"	"NM_001145020"
"C6orf58"	"ENSG00000184530"	"NULL"	"chromosome 6 open reading frame 58"	"NM_001010905"
"C6orf62"	"ENSG00000112308"	"NULL"	"chromosome 6 open reading frame 62"	"NM_030939"
"C6orf89"	"ENSG00000198663"	"NULL"	"chromosome 6 open reading frame 89"	"NM_152734"
"C6orf106"	"ENSG00000196821"	"NULL"	"chromosome 6 open reading frame 106"	"NM_022758"
"C6orf118"	"ENSG00000112539"	"NULL"	"chromosome 6 open reading frame 118"	"NM_144980"
"C6orf120"	"ENSG00000185127"	"NULL"	"chromosome 6 open reading frame 120"	"NM_001029863"
"C6orf132"	"ENSG00000188112"	"NULL"	"chromosome 6 open reading frame 132"	"NM_001164446"
"C6orf136"	"ENSG00000204564"	"NULL"	"chromosome 6 open reading frame 136"	"NM_145029"
"C6orf141"	"ENSG00000197261"	"NULL"	"chromosome 6 open reading frame 141"	"NM_153344"
"C6orf163"	"ENSG00000203872"	"NULL"	"chromosome 6 open reading frame 163"	"NM_001010868"
"C6orf201"	"ENSG00000185689"	"NULL"	"chromosome 6 open reading frame 201"	"NM_001085401"
"C6orf203"	"ENSG00000130349"	"NULL"	"chromosome 6 open reading frame 203"	"NM_016487"
"C6orf222"	"ENSG00000189325"	"NULL"	"chromosome 6 open reading frame 222"	"NM_001010903"
"C6orf223"	"ENSG00000181577"	"NULL"	"chromosome 6 open reading frame 223"	"NM_153246"
"C6orf226"	"ENSG00000221821"	"NULL"	"chromosome 6 open reading frame 226"	"NM_001008739"
"C7"	"ENSG00000112936"	"Sushi domain containing;Complement system activation components"	"complement C7"	"NM_000587"
"C7orf25"	"ENSG00000136197"	"NULL"	"chromosome 7 open reading frame 25"	"NM_024054"
"C7orf26"	"ENSG00000146576"	"NULL"	"chromosome 7 open reading frame 26"	"NM_024067"
"C7orf31"	"ENSG00000153790"	"NULL"	"chromosome 7 open reading frame 31"	"NM_138811"
"C7orf33"	"ENSG00000170279"	"NULL"	"chromosome 7 open reading frame 33"	"NM_145304"
"C7orf43"	"ENSG00000146826"	"NULL"	"chromosome 7 open reading frame 43"	"NM_018275"
"C7orf50"	"ENSG00000146540"	"NULL"	"chromosome 7 open reading frame 50"	"NM_032350"
"C7orf57"	"ENSG00000164746"	"NULL"	"chromosome 7 open reading frame 57"	"NM_001100159"
"C7orf61"	"ENSG00000185955"	"NULL"	"chromosome 7 open reading frame 61"	"NM_001004323"
"C7orf77"	"ENSG00000275356"	"NULL"	"chromosome 7 open reading frame 77"	"NM_001024603"
"C8A"	"ENSG00000157131"	"Complement system activation components"	"complement C8 alpha chain"	"NM_000562"
"C8B"	"ENSG00000021852"	"Complement system activation components"	"complement C8 beta chain"	"NM_000066"
"C8G"	"ENSG00000176919"	"Lipocalins;Complement system activation components"	"complement C8 gamma chain"	"NM_000606"
"C8orf33"	"ENSG00000182307"	"NULL"	"chromosome 8 open reading frame 33"	"NM_023080"
"C8orf34"	"ENSG00000165084"	"NULL"	"chromosome 8 open reading frame 34"	"NM_052958"
"C8orf37"	"ENSG00000156172"	"Bardet-Biedl syndrome associated"	"chromosome 8 open reading frame 37"	"NM_177965"
"C8orf44"	"ENSG00000213865"	"NULL"	"chromosome 8 open reading frame 44"	"NM_019607"
"C8orf48"	"ENSG00000164743"	"NULL"	"chromosome 8 open reading frame 48"	"NM_001007090"
"C8orf58"	"ENSG00000241852"	"NULL"	"chromosome 8 open reading frame 58"	"NM_001013842"
"C8orf59"	"ENSG00000176731"	"NULL"	"chromosome 8 open reading frame 59"	"NM_001099670"
"C8orf74"	"ENSG00000171060"	"NULL"	"chromosome 8 open reading frame 74"	"NM_001040032"
"C8orf76"	"ENSG00000189376"	"NULL"	"chromosome 8 open reading frame 76"	"NM_032847"
"C8orf82"	"ENSG00000213563"	"NULL"	"chromosome 8 open reading frame 82"	"NM_001001795"
"C8orf86"	"ENSG00000196166"	"NULL"	"chromosome 8 open reading frame 86"	"NM_207412"
"C8orf88"	"ENSG00000253250"	"NULL"	"chromosome 8 open reading frame 88"	"NM_001190972"
"C8orf89"	"ENSG00000274443"	"NULL"	"chromosome 8 open reading frame 89"	"NM_001243237"
"C9"	"ENSG00000113600"	"Complement system activation components"	"complement C9"	"NM_001737"
"C9orf3"	"ENSG00000148120"	"M1 metallopeptidases"	"chromosome 9 open reading frame 3"	"NM_032823"
"C9orf16"	"ENSG00000171159"	"NULL"	"chromosome 9 open reading frame 16"	"NM_024112"
"C9orf24"	"ENSG00000164972"	"NULL"	"chromosome 9 open reading frame 24"	"NM_147169"
"C9orf40"	"ENSG00000135045"	"NULL"	"chromosome 9 open reading frame 40"	"NM_017998"
"C9orf43"	"ENSG00000157653"	"NULL"	"chromosome 9 open reading frame 43"	"NM_152786"
"C9orf47"	"ENSG00000186354"	"NULL"	"chromosome 9 open reading frame 47"	"NM_182599"
"C9orf50"	"ENSG00000179058"	"NULL"	"chromosome 9 open reading frame 50"	"NM_199350"
"C9orf57"	"ENSG00000204669"	"NULL"	"chromosome 9 open reading frame 57"	"NM_001128618"
"C9orf64"	"ENSG00000165118"	"NULL"	"chromosome 9 open reading frame 64"	"NM_032307"
"C9orf66"	"ENSG00000183784"	"NULL"	"chromosome 9 open reading frame 66"	"NM_152569"
"C9orf72"	"ENSG00000147894"	"DENN/MADD domain containing"	"chromosome 9 open reading frame 72"	"NM_018325"
"C9orf78"	"ENSG00000136819"	"Spliceosomal P complex"	"chromosome 9 open reading frame 78"	"NM_016520"
"C9orf85"	"ENSG00000155621"	"NULL"	"chromosome 9 open reading frame 85"	"NM_182505"
"C9orf92"	"ENSG00000205549"	"NULL"	"chromosome 9 open reading frame 92"	"NM_001271829"
"C9orf116"	"ENSG00000160345"	"NULL"	"chromosome 9 open reading frame 116"	"NM_144654"
"C9orf129"	"ENSG00000204352"	"NULL"	"chromosome 9 open reading frame 129"	"NM_001098808"
"C9orf131"	"ENSG00000174038"	"NULL"	"chromosome 9 open reading frame 131"	"NM_203299"
"C9orf135"	"ENSG00000204711"	"NULL"	"chromosome 9 open reading frame 135"	"NM_001010940"
"C9orf152"	"ENSG00000188959"	"NULL"	"chromosome 9 open reading frame 152"	"NM_001012993"
"C9orf153"	"ENSG00000187753"	"NULL"	"chromosome 9 open reading frame 153"	"NM_001010907"
"C10orf53"	"ENSG00000178645"	"NULL"	"chromosome 10 open reading frame 53"	"NM_182554"
"C10orf55"	"ENSG00000222047"	"NULL"	"chromosome 10 open reading frame 55"	"NM_001001791"
"C10orf62"	"ENSG00000203942"	"NULL"	"chromosome 10 open reading frame 62"	"NM_001009997"
"C10orf67"	"ENSG00000179133"	"NULL"	"chromosome 10 open reading frame 67"	"NM_153714"
"C10orf71"	"ENSG00000177354"	"NULL"	"chromosome 10 open reading frame 71"	"NM_199459"
"C10orf82"	"ENSG00000165863"	"NULL"	"chromosome 10 open reading frame 82"	"NM_144661"
"C10orf88"	"ENSG00000119965"	"NULL"	"chromosome 10 open reading frame 88"	"NM_024942"
"C10orf90"	"ENSG00000154493"	"NULL"	"chromosome 10 open reading frame 90"	"NM_001004298"
"C10orf95"	"ENSG00000120055"	"NULL"	"chromosome 10 open reading frame 95"	"NM_024886"
"C10orf99"	"ENSG00000188373"	"NULL"	"chromosome 10 open reading frame 99"	"NM_207373"
"C10orf105"	"ENSG00000214688"	"NULL"	"chromosome 10 open reading frame 105"	"NM_001164375"
"C10orf113"	"ENSG00000204683"	"NULL"	"chromosome 10 open reading frame 113"	"NM_001010896"
"C10orf120"	"ENSG00000183559"	"NULL"	"chromosome 10 open reading frame 120"	"NM_001010912"
"C10orf126"	"ENSG00000204365"	"NULL"	"chromosome 10 open reading frame 126"	"NM_001278522"
"C10orf142"	"ENSG00000277288"	"NULL"	"chromosome 10 open reading frame 142"	"NM_001258000"
"C10orf143"	"ENSG00000237489"	"NULL"	"chromosome 10 open reading frame 143"	"NM_001355042"
"C11orf1"	"ENSG00000137720"	"NULL"	"chromosome 11 open reading frame 1"	"NM_022761"
"C11orf16"	"ENSG00000176029"	"NULL"	"chromosome 11 open reading frame 16"	"NM_020643"
"C11orf21"	"ENSG00000110665"	"NULL"	"chromosome 11 open reading frame 21"	"NM_001142946"
"C11orf24"	"ENSG00000171067"	"NULL"	"chromosome 11 open reading frame 24"	"NM_022338"
"C11orf40"	"ENSG00000171987"	"NULL"	"chromosome 11 open reading frame 40"	"NM_144663"
"C11orf42"	"ENSG00000180878"	"NULL"	"chromosome 11 open reading frame 42"	"NM_173525"
"C11orf45"	"ENSG00000174370"	"NULL"	"chromosome 11 open reading frame 45"	"NM_145013"
"C11orf49"	"ENSG00000149179"	"NULL"	"chromosome 11 open reading frame 49"	"NM_024113"
"C11orf52"	"ENSG00000149300"	"NULL"	"chromosome 11 open reading frame 52"	"NM_080659"
"C11orf53"	"ENSG00000150750"	"NULL"	"chromosome 11 open reading frame 53"	"NM_198498"
"C11orf54"	"ENSG00000182919"	"NULL"	"chromosome 11 open reading frame 54"	"NM_014039"
"C11orf58"	"ENSG00000110696"	"NULL"	"chromosome 11 open reading frame 58"	"NM_014267"
"C11orf65"	"ENSG00000166323"	"NULL"	"chromosome 11 open reading frame 65"	"NM_152587"
"C11orf68"	"ENSG00000175573"	"NULL"	"chromosome 11 open reading frame 68"	"NM_031450"
"C11orf71"	"ENSG00000180425"	"NULL"	"chromosome 11 open reading frame 71"	"NM_019021"
"C11orf74"	"ENSG00000166352"	"NULL"	"chromosome 11 open reading frame 74"	"NM_138787"
"C11orf80"	"ENSG00000173715"	"NULL"	"chromosome 11 open reading frame 80"	"NM_024650"
"C11orf86"	"ENSG00000173237"	"NULL"	"chromosome 11 open reading frame 86"	"NM_001136485"
"C11orf87"	"ENSG00000185742"	"NULL"	"chromosome 11 open reading frame 87"	"NM_207645"
"C11orf88"	"ENSG00000183644"	"NULL"	"chromosome 11 open reading frame 88"	"NM_001100388"
"C11orf91"	"ENSG00000205177"	"NULL"	"chromosome 11 open reading frame 91"	"XM_001717207"
"C11orf94"	"ENSG00000234776"	"NULL"	"chromosome 11 open reading frame 94"	"NM_001080446"
"C11orf95"	"ENSG00000188070"	"NULL"	"chromosome 11 open reading frame 95"	"NM_001144936"
"C11orf96"	"ENSG00000187479"	"NULL"	"chromosome 11 open reading frame 96"	"NM_001145033"
"C11orf97"	"ENSG00000257057"	"NULL"	"chromosome 11 open reading frame 97"	"NM_001190462"
"C11orf98"	"ENSG00000278615"	"NULL"	"chromosome 11 open reading frame 98"	"NM_001286086"
"C12orf4"	"ENSG00000047621"	"NULL"	"chromosome 12 open reading frame 4"	"NM_020374"
"C12orf10"	"ENSG00000139637"	"NULL"	"chromosome 12 open reading frame 10"	"NM_021640"
"C12orf29"	"ENSG00000133641"	"NULL"	"chromosome 12 open reading frame 29"	"NM_001009894"
"C12orf40"	"ENSG00000180116"	"NULL"	"chromosome 12 open reading frame 40"	"NM_173599"
"C12orf42"	"ENSG00000179088"	"NULL"	"chromosome 12 open reading frame 42"	"NM_198521"
"C12orf43"	"ENSG00000157895"	"NULL"	"chromosome 12 open reading frame 43"	"NM_022895"
"C12orf45"	"ENSG00000151131"	"NULL"	"chromosome 12 open reading frame 45"	"NM_152318"
"C12orf49"	"ENSG00000111412"	"NULL"	"chromosome 12 open reading frame 49"	"NM_024738"
"C12orf50"	"ENSG00000165805"	"NULL"	"chromosome 12 open reading frame 50"	"NM_152589"
"C12orf54"	"ENSG00000177627"	"NULL"	"chromosome 12 open reading frame 54"	"NM_152319"
"C12orf56"	"ENSG00000185306"	"NULL"	"chromosome 12 open reading frame 56"	"NM_001099676"
"C12orf57"	"ENSG00000111678"	"NULL"	"chromosome 12 open reading frame 57"	"NM_138425"
"C12orf60"	"ENSG00000182993"	"NULL"	"chromosome 12 open reading frame 60"	"NM_175874"
"C12orf65"	"ENSG00000130921"	"NULL"	"chromosome 12 open reading frame 65"	"NM_152269"
"C12orf66"	"ENSG00000174206"	"KICSTOR complex"	"chromosome 12 open reading frame 66"	"NM_152440"
"C12orf71"	"ENSG00000214700"	"NULL"	"chromosome 12 open reading frame 71"	"NM_001080406"
"C12orf73"	"ENSG00000204954"	"NULL"	"chromosome 12 open reading frame 73"	"NM_001135570"
"C12orf74"	"ENSG00000214215"	"NULL"	"chromosome 12 open reading frame 74"	"NM_001037671"
"C12orf75"	"ENSG00000235162"	"NULL"	"chromosome 12 open reading frame 75"	"NM_001145199"
"C12orf76"	"ENSG00000174456"	"NULL"	"chromosome 12 open reading frame 76"	"NM_207435"
"C12orf81"	NA	"NULL"	"chromosome 12 open reading frame 81"	"NULL"
"C13orf42"	"ENSG00000226792"	"NULL"	"chromosome 13 open reading frame 42"	"NM_001351589"
"C13orf46"	"ENSG00000283199"	"NULL"	"chromosome 13 open reading frame 46"	"XM_006719994"
"C14orf28"	"ENSG00000179476"	"NULL"	"chromosome 14 open reading frame 28"	"NM_001017923"
"C14orf39"	"ENSG00000179008"	"NULL"	"chromosome 14 open reading frame 39"	"NM_174978"
"C14orf93"	"ENSG00000100802"	"NULL"	"chromosome 14 open reading frame 93"	"NM_021944"
"C14orf119"	"ENSG00000179933"	"NULL"	"chromosome 14 open reading frame 119"	"NM_017924"
"C14orf132"	"ENSG00000227051"	"NULL"	"chromosome 14 open reading frame 132"	"NM_001252507"
"C14orf177"	"ENSG00000176605"	"NULL"	"chromosome 14 open reading frame 177"	"NM_182560"
"C14orf178"	"ENSG00000197734"	"NULL"	"chromosome 14 open reading frame 178"	"NM_174943"
"C14orf180"	"ENSG00000184601"	"NULL"	"chromosome 14 open reading frame 180"	"NM_001008404"
"C15orf39"	"ENSG00000167173"	"NULL"	"chromosome 15 open reading frame 39"	"NM_015492"
"C15orf40"	"ENSG00000169609"	"NULL"	"chromosome 15 open reading frame 40"	"NM_144597"
"C15orf41"	"ENSG00000186073"	"NULL"	"chromosome 15 open reading frame 41"	"NM_032499"
"C15orf48"	"ENSG00000166920"	"NULL"	"chromosome 15 open reading frame 48"	"NM_032413"
"C15orf61"	"ENSG00000189227"	"NULL"	"chromosome 15 open reading frame 61"	"NM_001143936"
"C15orf62"	"ENSG00000188277"	"NULL"	"chromosome 15 open reading frame 62"	"NM_001130448"
"C15orf65"	"ENSG00000261652"	"NULL"	"chromosome 15 open reading frame 65"	"NM_001198784"
"C16orf45"	"ENSG00000166780"	"NULL"	"chromosome 16 open reading frame 45"	"NM_033201"
"C16orf46"	"ENSG00000166455"	"NULL"	"chromosome 16 open reading frame 46"	"NM_152337"
"C16orf54"	"ENSG00000185905"	"NULL"	"chromosome 16 open reading frame 54"	"NM_175900"
"C16orf58"	"ENSG00000140688"	"NULL"	"chromosome 16 open reading frame 58"	"NM_022744"
"C16orf70"	"ENSG00000125149"	"NULL"	"chromosome 16 open reading frame 70"	"NM_025187"
"C16orf71"	"ENSG00000166246"	"NULL"	"chromosome 16 open reading frame 71"	"NM_139170"
"C16orf72"	"ENSG00000182831"	"NULL"	"chromosome 16 open reading frame 72"	"NM_014117"
"C16orf74"	"ENSG00000154102"	"NULL"	"chromosome 16 open reading frame 74"	"NM_206967"
"C16orf78"	"ENSG00000166152"	"NULL"	"chromosome 16 open reading frame 78"	"NM_144602"
"C16orf82"	"ENSG00000234186"	"NULL"	"chromosome 16 open reading frame 82"	"NM_001145545"
"C16orf86"	"ENSG00000159761"	"NULL"	"chromosome 16 open reading frame 86"	"NM_001012984"
"C16orf87"	"ENSG00000155330"	"NULL"	"chromosome 16 open reading frame 87"	"NM_001001436"
"C16orf89"	"ENSG00000153446"	"NULL"	"chromosome 16 open reading frame 89"	"NM_152459"
"C16orf90"	"ENSG00000215131"	"NULL"	"chromosome 16 open reading frame 90"	"NM_001080524"
"C16orf91"	"ENSG00000174109"	"NULL"	"chromosome 16 open reading frame 91"	"NM_001010878"
"C16orf92"	"ENSG00000167194"	"NULL"	"chromosome 16 open reading frame 92"	"NM_001109659"
"C16orf95"	"ENSG00000260456"	"NULL"	"chromosome 16 open reading frame 95"	"NM_001195124"
"C16orf96"	"ENSG00000205832"	"NULL"	"chromosome 16 open reading frame 96"	"NM_001145011"
"C17orf47"	"ENSG00000181013"	"NULL"	"chromosome 17 open reading frame 47"	"NM_001038704"
"C17orf49"	"ENSG00000258315"	"Myb/SANT domain containing"	"chromosome 17 open reading frame 49"	"NM_174893"
"C17orf50"	"ENSG00000270806"	"NULL"	"chromosome 17 open reading frame 50"	"NM_145272"
"C17orf51"	"ENSG00000212719"	"NULL"	"chromosome 17 open reading frame 51"	"NM_001113434"
"C17orf53"	"ENSG00000125319"	"NULL"	"chromosome 17 open reading frame 53"	"NM_024032"
"C17orf58"	"ENSG00000186665"	"NULL"	"chromosome 17 open reading frame 58"	"NM_181656"
"C17orf64"	"ENSG00000141371"	"NULL"	"chromosome 17 open reading frame 64"	"NM_181707"
"C17orf67"	"ENSG00000214226"	"NULL"	"chromosome 17 open reading frame 67"	"NM_001085430"
"C17orf75"	"ENSG00000108666"	"NULL"	"chromosome 17 open reading frame 75"	"NM_022344"
"C17orf78"	"ENSG00000278505"	"NULL"	"chromosome 17 open reading frame 78"	"NM_173625"
"C17orf80"	"ENSG00000141219"	"NULL"	"chromosome 17 open reading frame 80"	"NM_017941"
"C17orf97"	"ENSG00000187624"	"NULL"	"chromosome 17 open reading frame 97"	"NM_001013672"
"C17orf98"	"ENSG00000275489"	"NULL"	"chromosome 17 open reading frame 98"	"NM_001080465"
"C17orf99"	"ENSG00000187997"	"NULL"	"chromosome 17 open reading frame 99"	"NM_001163075"
"C17orf100"	"ENSG00000256806"	"NULL"	"chromosome 17 open reading frame 100"	"NM_001105520"
"C17orf107"	"ENSG00000205710"	"NULL"	"chromosome 17 open reading frame 107"	"NM_001145536"
"C17orf113"	"ENSG00000267221"	"NULL"	"chromosome 17 open reading frame 113"	"NM_001358661"
"C18orf21"	"ENSG00000141428"	"NULL"	"chromosome 18 open reading frame 21"	"NM_031446"
"C18orf25"	"ENSG00000152242"	"NULL"	"chromosome 18 open reading frame 25"	"NM_145055"
"C18orf32"	"ENSG00000177576"	"NULL"	"chromosome 18 open reading frame 32"	"NM_001035005"
"C18orf54"	"ENSG00000166845"	"NULL"	"chromosome 18 open reading frame 54"	"NM_173529"
"C18orf63"	"ENSG00000206043"	"NULL"	"chromosome 18 open reading frame 63"	"NM_001174123"
"C19orf12"	"ENSG00000131943"	"NULL"	"chromosome 19 open reading frame 12"	"NM_031448"
"C19orf18"	"ENSG00000177025"	"NULL"	"chromosome 19 open reading frame 18"	"NM_152474"
"C19orf24"	"ENSG00000228300"	"NULL"	"chromosome 19 open reading frame 24"	"NM_017914"
"C19orf25"	"ENSG00000119559"	"NULL"	"chromosome 19 open reading frame 25"	"NM_152482"
"C19orf33"	"ENSG00000167644"	"NULL"	"chromosome 19 open reading frame 33"	"NM_033520"
"C19orf38"	"ENSG00000214212"	"NULL"	"chromosome 19 open reading frame 38"	"NM_001136482"
"C19orf44"	"ENSG00000105072"	"NULL"	"chromosome 19 open reading frame 44"	"NM_032207"
"C19orf47"	"ENSG00000160392"	"NULL"	"chromosome 19 open reading frame 47"	"NM_178830"
"C19orf48"	"ENSG00000167747"	"Minor histocompatibility antigens"	"chromosome 19 open reading frame 48"	"NM_032712"
"C19orf53"	"ENSG00000104979"	"NULL"	"chromosome 19 open reading frame 53"	"NM_014047"
"C19orf54"	"ENSG00000188493"	"NULL"	"chromosome 19 open reading frame 54"	"NM_198476"
"C19orf57"	"ENSG00000132016"	"NULL"	"chromosome 19 open reading frame 57"	"NM_024323"
"C19orf66"	"ENSG00000130813"	"NULL"	"chromosome 19 open reading frame 66"	"NM_018381"
"C19orf67"	"ENSG00000188032"	"NULL"	"chromosome 19 open reading frame 67"	"NM_001277378"
"C19orf70"	"ENSG00000174917"	"NULL"	"chromosome 19 open reading frame 70"	"NM_205767"
"C19orf71"	"ENSG00000183397"	"NULL"	"chromosome 19 open reading frame 71"	"NM_001135580"
